State,County,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other,All
NY,Jefferson,5,0,2853,2,0,45,0,0,2905
NY,Kings,3087,735,96087,1898,202,7972,905,7,110893
NY,Lewis,0,0,417,0,0,11,0,0,428
NY,Livingston,6,4,790,7,0,23,0,0,830
NY,Madison,77,3,743,99,8,11,8,2,951
NY,Monroe,5646,102,6187,283,119,633,91,5,13066
NY,Montgomery,108,6,813,233,0,22,19,0,1201
NY,Nassau,2382,321,77662,1718,38,3911,319,2,86353
NY,New York,2633,699,206412,5558,449,16075,1020,11,232857
NY,Niagara,81,2,6599,34,11,59,2,0,6788
NY,Oneida,815,42,1761,267,26,95,30,0,3036
NY,Onondaga,1999,137,5502,478,121,146,34,1,8418
NY,Ontario,229,11,1131,678,0,19,30,0,2098
NY,Orange,1000,610,10199,1130,62,462,114,2,13579
NY,Orleans,6,0,2645,2,0,16,0,0,2669
NY,Oswego,10,2,2436,7,0,37,1,1,2494
NY,Otsego,13,11,1271,8,0,23,6,0,1332
NY,Putnam,1491,1131,4568,261,0,154,72,0,7677
NY,Queens,5497,1098,112880,2412,220,8459,1274,4,131844
NY,Rensselaer,604,365,2885,125,16,137,52,1,4185
NY,Richmond,1399,175,12545,824,36,1355,171,31,16536
NY,Rockland,2430,592,9033,967,0,473,299,1,13795
NY,Saint Lawrence,1,0,60,2,0,0,0,2,65
NY,Saratoga,701,342,2474,48,0,64,67,1,3697
NY,Schenectady,342,102,2708,148,4,100,38,1,3443
NY,Schoharie,41,27,1344,16,0,25,6,0,1459
NY,Schuyler,3,0,207,3,0,1,0,0,214
NY,Seneca,44,4,330,13,0,9,5,0,405
NY,St. Lawrence,0,0,667,2,6,12,1,2,690
NY,Steuben,6,6,1264,11,0,19,1,0,1307
NY,Suffolk,3532,313,64869,3791,37,3309,168,2,76021
NY,Sullivan,37,18,2515,20,0,45,8,0,2643
NY,Tioga,15,0,968,5,0,9,3,0,1000
NY,Tompkins,1,0,1534,5,12,66,2,0,1620
NY,Ulster,443,42,3001,674,0,130,71,1,4362
NY,Warren,204,87,1435,20,0,25,28,0,1799
NY,Washington,56,2,375,10,0,18,5,0,466
NY,Wayne,14,0,1109,0,0,11,0,0,1134
NY,Westchester,9383,7252,52989,3505,47,1821,916,9,75922
NY,Wyoming,0,0,261,2,0,14,2,0,279
NY,Yates,1,0,119,3,0,2,0,0,125
OH,ALL,19531,3276,209009,4566,1267,11063,1888,35,250635
OH,Adams,2,0,456,11,0,13,0,0,482
OH,Allen,20,0,905,13,0,24,4,0,966
OH,Ashland,9,0,1040,42,0,28,3,0,1122
OH,Ashtabula,2,0,1669,42,0,23,1,0,1737
OH,Athens,4,2,359,6,43,98,2,0,514
OH,Auglaize,7,2,559,19,0,31,1,0,619
OH,Belmont,26,0,1779,13,0,45,5,0,1868
OH,Brown,5,1,756,9,0,24,1,0,796
OH,Butler,200,26,3278,106,10,64,2,0,3686
OH,Carroll,0,0,258,8,0,8,0,0,274
OH,Champaign,17,0,713,13,0,17,1,0,761
OH,Clark,101,12,1595,23,0,58,11,0,1800
OH,Clermont,197,18,5171,63,0,182,14,1,5646
OH,Clinton,24,2,1702,21,0,27,5,0,1781
OH,Columbiana,6,0,1335,16,0,33,0,0,1390
OH,Coshocton,0,0,386,1,0,29,0,0,416
OH,Crawford,0,0,401,19,0,15,1,0,436
OH,Cuyahoga,2027,393,24765,506,198,1066,229,7,29191
OH,Darke,19,2,615,15,0,6,1,0,658
OH,Defiance,0,0,272,3,0,7,0,0,282
OH,Delaware,897,30,5936,72,1,268,16,0,7220
OH,Erie,19,4,831,20,0,26,3,0,903
OH,Fairfield,124,8,1541,13,0,77,2,0,1765
OH,Fayette,9,1,1080,8,0,14,0,0,1112
OH,Franklin,4744,512,55364,863,328,4570,318,5,66704
OH,Fulton,6,1,348,16,0,14,1,0,386
OH,Gallia,0,0,268,0,0,49,0,0,317
OH,Geauga,139,9,1024,23,0,47,6,1,1249
OH,Greene,246,31,1712,67,46,90,20,1,2213
OH,Guernsey,12,0,1604,11,0,35,2,0,1664
OH,Hamilton,1581,311,16293,933,114,672,128,0,20032
OH,Hancock,37,4,1455,23,0,84,9,0,1612
OH,Hardin,0,0,385,2,0,7,0,0,394
OH,Harrison,2,0,1007,5,0,15,0,0,1029
OH,Henry,2,1,431,6,0,31,1,0,472
OH,Highland,13,0,1519,9,0,26,0,0,1567
OH,Hocking,3,0,308,1,0,59,1,0,372
OH,Holmes,5,0,553,5,0,37,0,0,600
OH,Huron,2,0,649,5,0,33,1,0,690
OH,Jackson,14,1,355,4,0,14,0,0,388
OH,Jefferson,1,0,706,10,0,9,0,1,727
OH,Knox,10,2,791,0,0,25,0,0,828
OH,Lake,47,6,1414,41,69,56,2,0,1635
OH,Lawrence,0,0,385,14,0,29,0,0,428
OH,Licking,174,22,3530,7,0,102,7,0,3842
OH,Logan,2,1,887,9,0,30,3,0,932
OH,Lorain,87,10,2671,90,0,124,6,0,2988
OH,Lucas,463,84,3960,243,84,139,22,0,4995
OH,Madison,36,2,1840,12,0,63,7,0,1960
OH,Mahoning,13,1,2721,30,7,31,1,0,2804
OH,Marion,2,0,827,6,12,58,0,0,905
OH,Medina,68,16,2272,48,0,93,7,0,2504
OH,Meigs,1,0,281,5,0,30,0,0,317
OH,Mercer,0,0,470,8,0,3,0,0,481
OH,Miami,67,4,1096,16,0,43,3,0,1229
OH,Monroe,0,0,498,0,0,2,1,0,501
OH,Montgomery,6739,1578,6835,181,193,880,906,11,17323
OH,Morgan,1,0,112,2,0,13,1,0,129
OH,Morrow,18,0,538,4,0,8,2,0,570
OH,Muskingum,35,2,2065,3,0,56,4,0,2165
OH,Noble,2,1,509,0,0,16,0,0,528
OH,Ottawa,2,0,244,27,0,13,0,0,286
OH,Paulding,0,0,140,1,0,9,1,0,151
OH,Perry,4,1,459,2,0,19,0,0,485
OH,Pickaway,16,3,1671,7,0,54,0,1,1752
OH,Pike,2,2,839,4,0,23,2,0,872
OH,Portage,14,1,2071,27,13,36,0,0,2162
OH,Preble,18,5,946,18,0,18,3,0,1008
OH,Putnam,1,1,182,0,0,13,1,0,198
OH,Richland,27,3,713,29,0,54,4,0,830
OH,Ross,12,1,1180,6,0,48,1,0,1248
OH,Sandusky,13,1,786,37,0,38,0,0,875
OH,Scioto,2,0,1837,44,0,56,0,0,1939
OH,Seneca,3,3,800,19,0,36,0,0,861
OH,Shelby,19,2,698,11,0,23,2,0,755
OH,Stark,38,1,2427,29,1,71,7,0,2574
OH,Summit,637,74,6568,311,81,237,61,5,7974
OH,Trumbull,16,1,1584,21,0,33,0,0,1655
OH,Tuscarawas,4,0,904,13,3,38,3,0,965
OH,Union,43,5,1502,10,0,90,6,0,1656
OH,Van Wert,1,0,283,4,0,4,1,0,293
OH,Vinton,4,0,180,5,0,101,2,0,292
OH,Warren,237,46,2893,91,1,98,20,1,3387
OH,Washington,5,3,934,0,0,15,0,0,957
OH,Wayne,9,1,1231,12,0,56,3,1,1313
OH,Williams,2,0,444,6,0,11,0,0,463
OH,Wood,113,22,1835,65,63,77,10,0,2185
OH,Wyandot,2,0,573,3,0,16,0,0,594
OK,ALL,20492,360,37603,4077,281,1551,190,5,64559
OK,Adair,0,0,100,1,0,0,0,0,101
OK,Alfalfa,0,0,58,2,0,0,0,0,60
OK,Atoka,1,0,114,0,0,3,0,0,118
OK,Beaver,0,0,28,0,0,0,0,0,28
OK,Beckham,3,1,293,2,0,7,1,0,307
OK,Blaine,0,0,253,0,0,1,0,0,254
OK,Bryan,1,0,279,2,0,3,0,0,285
OK,Caddo,1,0,404,4,0,4,0,0,413
OK,Canadian,748,8,1007,64,0,57,3,0,1887
OK,Carter,4,0,560,6,0,3,0,0,573
OK,Cherokee,1,0,133,5,0,4,0,0,143
OK,Choctaw,0,0,172,4,0,2,0,0,178
OK,Cimarron,0,0,63,3,0,1,0,0,67
OK,Cleveland,831,14,2077,142,15,92,9,0,3180
OK,Coal,0,0,161,4,0,1,0,0,166
OK,Comanche,8,1,519,7,0,8,0,0,543
OK,Cotton,1,0,345,1,0,5,0,0,352
OK,Craig,5,1,200,1,0,0,0,0,207
OK,Creek,48,8,483,13,0,24,1,0,577
OK,Custer,0,0,292,2,0,0,0,0,294
OK,Delaware,2,0,194,1,0,0,0,0,197
OK,Dewey,0,0,235,0,0,5,0,0,240
OK,Ellis,0,0,106,0,0,0,0,0,106
OK,Garfield,3,1,450,23,0,2,0,0,479
OK,Garvin,4,1,808,11,0,9,1,0,834
OK,Grady,4,1,696,0,0,6,1,0,708
OK,Grant,0,0,57,1,0,1,0,0,59
OK,Greer,0,0,40,2,0,0,0,0,42
OK,Harmon,0,0,70,2,0,4,0,0,76
OK,Harper,0,0,8,0,0,0,0,0,8
OK,Haskell,0,0,64,1,0,0,0,0,65
OK,Hughes,0,0,215,4,0,2,0,0,221
OK,Jackson,1,0,402,2,0,0,0,0,405
OK,Jefferson,0,0,100,3,0,1,0,0,104
OK,Johnston,0,0,107,2,0,1,0,0,110
OK,Kay,4,0,178,7,0,0,0,0,189
OK,Kingfisher,0,0,179,1,0,3,0,0,183
OK,Kiowa,0,0,107,0,0,0,0,0,107
OK,Latimer,0,0,128,0,0,1,1,0,130
OK,Le Flore,0,0,299,3,0,1,0,0,303
OK,Lincoln,4,0,664,4,0,6,0,0,678
OK,Logan,7,0,342,14,0,4,0,0,367
OK,Love,5,0,263,3,0,9,2,0,282
OK,Major,0,0,243,1,0,0,0,0,244
OK,Marshall,0,0,132,1,0,2,0,0,135
OK,Mayes,12,0,222,2,0,3,0,0,239
OK,McClain,29,2,936,17,0,27,3,0,1014
OK,McCurtain,1,0,347,3,0,2,0,0,353
OK,McIntosh,1,0,303,1,0,3,0,0,308
OK,Mcclain,0,1,90,2,0,0,0,0,93
OK,Mccurtain,0,0,54,0,0,0,0,0,54
OK,Mcintosh,1,0,11,0,0,0,0,0,12
OK,Murray,0,0,247,4,0,3,0,0,254
OK,Muskogee,6,2,499,3,0,6,1,0,517
OK,Noble,0,0,321,3,0,4,1,0,329
OK,Nowata,1,0,161,4,0,1,0,0,167
OK,Okfuskee,1,0,179,9,0,6,0,0,195
OK,Oklahoma,12180,175,11070,1813,138,759,58,1,26194
OK,Okmulgee,17,2,275,8,0,8,2,0,312
OK,Osage,35,3,63,2,0,5,1,0,109
OK,Ottawa,4,3,545,4,0,7,0,0,563
OK,Pawnee,2,0,127,6,0,3,0,0,138
OK,Payne,5,0,312,1272,15,1,0,0,1605
OK,Pittsburg,1,0,366,5,0,6,0,0,378
OK,Pontotoc,0,0,132,1,0,0,0,0,133
OK,Pottawatomie,83,4,566,16,0,18,6,0,693
OK,Pushmataha,0,0,140,4,0,0,0,0,144
OK,Roger Mills,0,0,91,0,0,0,0,0,91
OK,Rogers,62,7,268,14,0,29,6,0,386
OK,Seminole,2,1,241,4,0,3,0,0,251
OK,Sequoyah,2,0,272,2,0,6,0,0,282
OK,Stephens,0,0,241,2,0,2,0,0,245
OK,Texas,0,0,86,1,0,0,0,0,87
OK,Tillman,0,0,76,0,0,0,0,0,76
OK,Tulsa,6301,121,4936,505,113,363,89,4,12432
OK,Wagoner,59,3,282,12,0,6,4,0,366
OK,Washington,1,0,69,1,0,3,0,0,74
OK,Washita,0,0,154,5,0,3,0,0,162
OK,Woods,0,0,117,0,0,0,0,0,117
OK,Woodward,0,0,176,3,0,2,0,0,181
OR,ALL,9024,1401,121727,950,137,4415,1699,13,139366
OR,Baker,29,4,1911,9,0,38,9,1,2001
OR,Benton,36,3,1548,1,14,21,9,0,1632
OR,Clackamas,352,62,10987,68,0,368,49,1,11887
OR,Clatsop,120,12,2000,5,0,45,34,0,2216
OR,Columbia,105,9,1614,14,0,36,32,0,1810
OR,Coos,136,13,354,4,0,26,26,0,559
OR,Crook,12,2,233,2,2,16,3,0,270
OR,Curry,46,0,275,6,0,14,19,0,360
OR,Deschutes,182,27,3107,34,0,72,55,0,3477
OR,Douglas,251,32,2755,49,0,70,89,0,3246
OR,Gilliam,24,1,881,5,0,10,13,0,934
OR,Grant,11,1,123,5,2,11,6,1,160
OR,Harney,12,5,468,1,0,12,7,0,505
OR,Hood River,46,3,1157,33,0,28,3,0,1270
OR,Jackson,715,84,3064,35,0,146,73,0,4117
OR,Jefferson,62,10,2238,8,0,105,16,0,2439
OR,Josephine,163,12,1898,11,0,55,27,1,2167
OR,Klamath,277,14,3702,5,0,51,32,0,4081
OR,Lake,29,4,287,1,0,17,6,0,344
OR,Lane,793,134,2361,11,16,147,145,0,3607
OR,Lincoln,110,8,1489,14,0,39,30,0,1690
OR,Linn,305,28,2600,10,0,70,73,1,3087
OR,Malheur,45,13,817,6,0,27,18,0,926
OR,Marion,363,37,3723,8,6,92,96,0,4325
OR,Morrow,12,4,587,2,0,14,7,0,626
OR,Multnomah,3416,667,40925,363,95,1751,562,5,47784
OR,Polk,131,12,823,2,0,31,21,0,1020
OR,Sherman,26,11,1147,5,0,26,8,1,1224
OR,Tillamook,64,9,927,7,0,21,21,0,1049
OR,Umatilla,105,23,8475,18,0,186,51,0,8858
OR,Union,42,10,4446,13,0,85,24,1,4621
OR,Wallowa,3,0,16,1,0,12,2,0,34
OR,Wasco,50,17,2085,14,0,52,33,0,2251
OR,Washington,642,93,11154,169,0,613,72,1,12744
OR,Wheeler,2,1,15,6,0,13,3,0,40
OR,Yamhill,307,36,1535,5,2,95,25,0,2005
PA,ALL,49486,8822,554691,12032,1883,24844,7503,108,659369
PA,Adams,358,10,8677,25,0,214,17,0,9301
PA,Allegheny,3722,594,45798,2224,273,4567,973,14,58165
PA,Armstrong,22,1,3207,19,0,88,4,0,3341
PA,Beaver,103,15,6141,214,0,196,49,0,6718
PA,Bedford,99,6,6823,107,0,136,19,0,7190
PA,Berks,502,43,13487,187,119,340,36,2,14716
PA,Blair,41,6,4433,39,124,105,12,3,4763
PA,Bradford,2,0,4678,7,0,33,3,0,4723
PA,Bucks,963,165,12240,795,0,469,260,1,14893
PA,Butler,260,23,7871,99,0,388,29,2,8672
PA,Cambria,39,3,6941,51,32,148,20,0,7234
PA,Cameron,0,0,653,3,0,5,3,0,664
PA,Carbon,67,2,3212,113,0,61,16,0,3471
PA,Centre,250,23,6832,90,49,306,92,1,7643
PA,Chester,826,149,17088,750,0,463,203,3,19482
PA,Clarion,10,0,4031,4,0,66,1,2,4114
PA,Clearfield,212,21,4443,20,0,156,48,1,4901
PA,Clinton,35,2,621,9,0,37,16,0,720
PA,Columbia,7,1,1880,4,0,78,2,0,1972
PA,Crawford,35,3,5773,28,0,66,0,0,5905
PA,Cumberland,636,109,8117,144,0,329,154,1,9490
PA,Dauphin,766,117,11804,167,178,530,202,1,13765
PA,Delaware,1252,161,35864,763,61,1566,292,1,39960
PA,Elk,8,0,3816,1,0,30,1,0,3856
PA,Erie,74,12,12793,54,101,231,24,1,13290
PA,Fayette,41,4,6084,81,38,166,30,0,6444
PA,Forest,0,0,1499,6,0,16,2,0,1523
PA,Franklin,131,28,11542,142,0,242,36,6,12127
PA,Fulton,27,4,3417,51,0,47,13,1,3560
PA,Greene,23,3,1905,56,0,110,48,0,2145
PA,Harford,1,0,0,0,0,0,1,0,2
PA,Huntingdon,5,0,3002,34,0,67,7,0,3115
PA,Indiana,25,0,6949,16,0,138,9,1,7138
PA,Jefferson,10,1,3050,6,0,50,4,0,3121
PA,Juniata,4,1,1494,6,0,32,2,1,1540
PA,Lackawanna,64,14,5215,63,73,63,12,1,5505
PA,Lancaster,6604,847,16604,148,0,1085,505,6,25799
PA,Lawrence,41,4,2321,57,0,63,20,1,2507
PA,Lebanon,427,18,2558,38,0,232,20,1,3294
PA,Lehigh,666,82,12250,257,185,381,164,2,13987
PA,Luzerne,75,11,6711,24,26,159,14,0,7020
PA,Lycoming,34,3,4108,12,0,82,7,0,4246
PA,McKean,3,2,5861,6,0,30,6,0,5908
PA,Mckean,1,0,237,8,0,6,0,0,252
PA,Mercer,22,7,4170,29,0,97,14,0,4339
PA,Mifflin,28,5,2270,15,0,59,12,0,2389
PA,Monroe,64,9,7503,96,1,281,20,0,7974
PA,Montgomery,21040,4071,53005,1729,36,2882,1731,11,84505
PA,Montour,8,0,977,9,0,39,2,0,1035
PA,Northampton,348,28,7990,208,44,310,77,2,9007
PA,Northumberland,106,3,3177,44,0,350,48,1,3729
PA,Perry,20,1,2562,26,0,82,13,0,2704
PA,Philadelphia,2721,794,49800,2138,507,3524,1400,10,60894
PA,Pike,19,6,4992,21,0,145,11,2,5196
PA,Potter,3,3,1310,11,0,24,7,0,1358
PA,Schuylkill,85,10,8567,92,0,223,12,0,8989
PA,Snyder,11,2,3847,18,0,150,5,2,4035
PA,Somerset,63,7,12192,90,0,200,14,1,12567
PA,Sullivan,1,0,848,1,0,9,1,0,860
PA,Susquehanna,16,1,4170,3,0,55,4,0,4249
PA,Tioga,6,1,4633,5,0,32,5,0,4682
PA,Union,22,1,2251,16,33,67,5,1,2396
PA,Venango,13,1,7909,19,0,62,18,0,8022
PA,Warren,4,1,3892,15,0,26,0,0,3938
PA,Washington,243,14,6203,213,1,443,108,4,7229
PA,Wayne,4,1,1519,11,0,47,0,0,1582
PA,Westmoreland,598,31,15068,170,0,587,143,12,16609
PA,Wyoming,0,0,1798,1,0,13,1,0,1813
PA,York,5570,1337,12008,124,2,1560,476,9,21086
RI,ALL,4102,934,44086,345,395,1474,352,3,51691
RI,Bristol,8,0,816,10,0,26,4,0,864
RI,Kent,587,125,6309,60,0,153,53,1,7288
RI,Newport,47,31,1557,19,7,46,12,0,1719
RI,Providence,3302,745,27935,171,353,1137,263,2,33908
RI,Washington,158,33,7469,85,35,111,20,0,7911
RI,Windham,0,0,0,0,0,1,0,0,1
SC,ALL,62353,8463,114043,1868,457,7658,4187,3,199032
SC,Abbeville,231,14,185,0,0,18,20,0,468
SC,Aiken,2619,383,2172,24,49,317,188,1,5753
SC,Allendale,41,2,216,0,0,0,1,0,260
SC,Anderson,3561,277,1007,56,0,344,223,0,5468
SC,Bamberg,72,7,393,0,0,10,1,0,483
SC,Barnwell,130,11,360,0,0,6,1,0,508
SC,Beaufort,1039,18,1446,25,1,105,10,0,2644
SC,Berkeley,2213,329,6438,72,1,257,137,0,9447
SC,Calhoun,346,121,221,13,0,45,22,0,768
SC,Charleston,1784,877,20638,531,86,912,345,1,25174
SC,Cherokee,857,131,413,26,0,100,64,0,1591
SC,Chester,396,69,494,2,0,53,25,0,1039
SC,Chesterfield,294,43,1680,1,0,38,13,0,2069
SC,Clarendon,408,110,946,10,0,55,44,0,1573
SC,Colleton,822,155,2157,12,0,211,46,0,3403
SC,Darlington,609,87,2019,6,0,78,29,0,2828
SC,Dillon,410,145,1162,6,0,39,44,0,1806
SC,Dorchester,1416,128,5300,12,0,153,51,0,7060
SC,Edgefield,306,18,444,2,0,35,22,0,827
SC,Fairfield,382,93,453,8,0,66,38,0,1040
SC,Florence,1520,308,4003,29,0,181,82,0,6123
SC,Georgetown,544,36,1983,1,0,100,26,0,2690
SC,Greenville,8544,518,5351,231,91,754,414,0,15903
SC,Greenwood,1170,140,857,2,0,228,134,1,2532
SC,Hampton,153,17,634,1,0,36,9,0,850
SC,Horry,3386,306,12477,104,76,404,186,0,16939
SC,Jasper,620,147,3916,19,0,178,41,0,4921
SC,Kershaw,799,117,1420,6,0,62,43,0,2447
SC,Lancaster,711,14,1337,3,0,40,17,0,2122
SC,Laurens,1116,310,552,24,31,218,112,0,2363
SC,Lee,342,64,1011,20,0,30,28,0,1495
SC,Lexington,4554,849,7022,136,0,493,443,0,13497
SC,Marion,198,34,832,1,0,23,14,0,1102
SC,Marlboro,185,14,669,1,0,42,6,0,917
SC,McCormick,83,2,133,1,0,7,8,0,234
SC,Mccormick,41,6,18,1,0,3,3,0,72
SC,Newberry,908,330,513,17,0,222,117,0,2107
SC,Oconee,785,67,332,8,0,59,32,0,1283
SC,Orangeburg,1573,258,1810,30,4,159,58,0,3892
SC,Pickens,914,28,865,5,16,65,24,0,1917
SC,Richland,7168,1070,11036,212,82,766,580,0,20914
SC,Saluda,292,29,362,1,0,64,40,0,788
SC,Spartanburg,5697,547,2926,178,11,442,300,0,10101
SC,Sumter,801,75,1925,19,0,72,24,0,2916
SC,Union,217,12,347,1,0,8,8,0,593
SC,Williamsburg,256,17,931,2,0,13,8,0,1227
SC,York,1840,130,2637,9,9,147,106,0,4878
SD,ALL,3,1,17139,16,13,84,1,0,17257
SD,Aurora,1,0,582,0,0,2,0,0,585
SD,Beadle,0,0,163,0,0,1,0,0,164
SD,Bennett,0,0,25,0,0,0,0,0,25
SD,Bon Homme,0,0,66,0,0,0,0,0,66
SD,Brookings,0,0,333,0,6,1,0,0,340
SD,Brown,0,0,359,2,0,4,0,0,365
SD,Brule,0,0,378,0,0,2,0,0,380
SD,Buffalo,0,0,21,0,0,0,0,0,21
SD,Butte,0,0,543,0,0,0,0,0,543
SD,Campbell,0,0,72,0,0,0,0,0,72
SD,Charles Mix,0,0,117,0,0,0,0,0,117
SD,Clark,0,0,62,0,0,0,0,0,62
SD,Clay,0,0,84,1,7,1,0,0,93
SD,Codington,0,0,418,1,0,2,0,0,421
SD,Corson,0,0,28,0,0,0,0,0,28
SD,Custer,0,0,167,0,0,0,0,0,167
SD,Davison,0,0,328,0,0,1,0,0,329
SD,Day,0,0,203,0,0,0,0,0,203
SD,Deuel,0,0,325,0,0,2,0,0,327
SD,Dewey,0,0,93,0,0,0,0,0,93
SD,Douglas,0,0,104,0,0,0,0,0,104
SD,Edmunds,0,0,157,0,0,1,0,0,158
SD,Fall River,0,0,190,0,0,1,0,0,191
SD,Faulk,0,0,47,0,0,0,0,0,47
SD,Grant,0,0,434,0,0,2,0,0,436
SD,Gregory,0,0,181,0,0,0,0,0,181
SD,Haakon,0,0,39,0,0,0,0,0,39
SD,Hamlin,0,0,80,0,0,0,0,0,80
SD,Hand,1,0,42,0,0,0,0,0,43
SD,Hanson,0,0,348,0,0,2,0,0,350
SD,Harding,0,0,453,0,0,0,0,0,453
SD,Hughes,1,0,42,0,0,0,0,0,43
SD,Hutchinson,0,0,175,1,0,1,0,0,177
SD,Hyde,0,0,31,0,0,0,0,0,31
SD,Jackson,0,0,563,0,0,4,1,0,568
SD,Jerauld,0,0,75,0,0,1,0,0,76
SD,Jones,0,0,435,1,0,2,0,0,438
SD,Kingsbury,0,0,122,0,0,0,0,0,122
SD,Lake,0,0,117,0,0,0,0,0,117
SD,Lawrence,0,0,901,0,0,2,0,0,903
SD,Lincoln,0,0,476,3,0,3,0,0,482
SD,Lyman,0,0,733,1,0,6,0,0,740
SD,Marshall,0,0,18,0,0,0,0,0,18
SD,McCook,0,0,530,0,0,1,0,0,531
SD,McPherson,0,0,3,0,0,0,0,0,3
SD,Mccook,0,0,5,0,0,0,0,0,5
SD,Meade,0,0,398,1,0,4,0,0,403
SD,Mellette,0,0,96,1,0,0,0,0,97
SD,Miner,0,0,57,0,0,0,0,0,57
SD,Minnehaha,0,0,1222,1,0,14,0,0,1237
SD,Moody,0,0,263,0,0,3,0,0,266
SD,Oglala Lakota,0,0,235,1,0,0,0,0,236
SD,Pennington,0,1,1564,1,0,11,0,0,1577
SD,Perkins,0,0,147,0,0,0,0,0,147
SD,Potter,0,0,81,0,0,0,0,0,81
SD,Roberts,0,0,564,0,0,0,0,0,564
SD,Sanborn,0,0,43,0,0,0,0,0,43
SD,Spink,0,0,71,0,0,0,0,0,71
SD,Stanley,0,0,121,0,0,1,0,0,122
SD,Sully,0,0,18,0,0,0,0,0,18
SD,Todd,0,0,311,1,0,0,0,0,312
SD,Tripp,0,0,90,0,0,0,0,0,90
SD,Turner,0,0,41,0,0,2,0,0,43
SD,Union,0,0,734,0,0,6,0,0,740
SD,Walworth,0,0,129,0,0,0,0,0,129
SD,Yankton,0,0,234,0,0,1,0,0,235
SD,Ziebach,0,0,52,0,0,0,0,0,52
TN,ALL,20789,4788,140649,2770,595,4652,1270,60,175573
TN,Anderson,23,7,580,10,0,24,2,0,646
TN,Bedford,1,0,500,9,0,5,0,0,515
TN,Benton,5,2,467,12,0,12,0,2,500
TN,Bledsoe,4,0,86,2,0,6,0,0,98
TN,Blount,47,1,1374,8,0,33,3,0,1466
TN,Bradley,82,34,817,14,0,26,12,1,986
TN,Campbell,31,22,830,13,0,22,5,0,923
TN,Cannon,0,0,126,4,0,7,0,0,137
TN,Carroll,6,2,1108,16,0,13,1,0,1146
TN,Carter,4,2,181,5,0,4,1,0,197
TN,Cheatham,27,2,461,2,0,11,2,0,505
TN,Chester,0,0,117,12,0,2,0,0,131
TN,Claiborne,4,0,111,4,0,2,0,0,121
TN,Clay,1,0,50,3,0,0,1,0,55
TN,Cocke,20,7,210,10,0,15,3,3,268
TN,Coffee,27,13,380,11,0,15,4,1,451
TN,Crockett,1,0,426,3,0,10,0,0,440
TN,Cumberland,32,10,778,26,0,25,5,0,876
TN,Davidson,13968,2389,42404,628,197,1702,572,2,61862
TN,DeKalb,1,1,91,3,0,2,0,0,98
TN,Decatur,5,0,311,6,0,7,0,0,329
TN,Dekalb,0,0,77,1,0,0,0,0,78
TN,Dickson,22,6,550,10,0,26,4,0,618
TN,Dyer,4,1,479,8,0,15,0,2,509
TN,Fayette,11,2,537,35,0,10,2,0,597
TN,Fentress,0,0,126,2,0,8,0,0,136
TN,Franklin,3,2,175,28,0,2,0,2,212
TN,Gibson,3,0,942,1,0,9,0,0,955
TN,Giles,5,1,408,14,0,7,1,0,436
TN,Grainger,2,0,275,5,0,5,0,0,287
TN,Greene,19,5,239,12,0,14,4,0,293
TN,Grundy,11,4,73,22,0,7,2,12,131
TN,Hamblen,11,1,452,20,0,10,2,0,496
TN,Hamilton,1036,1250,7116,167,75,281,220,11,10156
TN,Hancock,0,0,16,1,0,0,0,0,17
TN,Hardeman,0,0,347,37,0,0,0,0,384
TN,Hardin,1,0,196,41,0,5,0,0,243
TN,Hawkins,2,0,119,2,0,6,0,0,129
TN,Haywood,15,4,614,20,0,19,4,0,676
TN,Henderson,5,4,698,7,0,16,1,0,731
TN,Henry,2,0,1043,3,0,5,0,0,1053
TN,Hickman,11,6,178,14,0,8,1,0,218
TN,Houston,2,0,38,4,0,3,0,0,47
TN,Humphreys,4,1,628,7,0,9,3,0,652
TN,Jackson,1,0,33,1,0,3,0,0,38
TN,Jefferson,36,9,505,16,0,13,2,1,582
TN,Johnson,2,0,97,0,0,1,0,0,100
TN,Knox,822,106,7432,331,20,144,62,2,8919
TN,Lake,0,0,13,4,0,1,0,1,19
TN,Lauderdale,1,0,138,6,0,10,0,1,156
TN,Lawrence,2,3,144,3,0,3,0,0,155
TN,Lewis,1,0,51,4,0,0,0,0,56
TN,Lincoln,0,0,607,3,0,13,0,0,623
TN,Loudon,55,5,1531,3,0,21,1,1,1617
TN,Macon,0,0,136,5,0,6,0,0,147
TN,Madison,27,7,2535,34,73,40,9,1,2726
TN,Marion,34,13,266,84,0,19,8,4,428
TN,Marshall,7,4,631,3,0,16,0,1,662
TN,Maury,16,0,2318,14,0,57,1,1,2407
TN,McMinn,23,3,439,10,0,22,2,1,500
TN,McNairy,0,0,285,36,0,0,0,0,321
TN,Mcminn,0,0,73,1,0,3,0,0,77
TN,Mcnairy,0,0,25,8,0,0,0,0,33
TN,Meigs,2,0,79,1,0,5,0,0,87
TN,Monroe,10,0,325,3,0,10,1,0,349
TN,Montgomery,25,0,3556,28,0,109,4,0,3722
TN,Moore,0,0,51,0,0,2,0,0,53
TN,Morgan,0,0,255,6,0,0,0,0,261
TN,Obion,2,0,530,9,0,7,0,0,548
TN,Overton,1,0,122,3,0,1,0,0,127
TN,Perry,1,0,81,3,0,4,0,0,89
TN,Pickett,0,0,41,5,0,1,0,0,47
TN,Polk,2,2,236,2,0,5,0,0,247
